Review,Label Review,Kepuasan Umum/Sentimen
kulitnya masih ada bulunya jadi ga kemakan,Umum,Neutral
ayam e bauk busukkk buang buang uang aja ini beli 3x ini gitu semua,Umum,Negative
Saya pesan cumi yang datang malah kulit tolong diperhatikan lagi ya ka,Umum,Neutral
"pesen lemon tea tp ga ada, ga ada konfirmasi dan pengembalian dana",Umum,Neutral
"as always yummy❤ udah murah, enak, porsinya banyak, best lah👍🏻","Porsi & Harga , Rasa & Tekstur Makanan",Positive
"cuminya kek cumi yang digoreng ulang, keras lagi padahal biasanya enak",Rasa & Tekstur Makanan,Neutral
makan nya asin banget,Rasa & Tekstur Makanan,Neutral
Sambelnya lupa di masukin ya?,Pelengkap (Sambal),Neutral
"kecewa :""(, Nasi putih + es tea nya gk ada :) Dua kali loh salah pesanan :)",Umum,Negative
"sesuai dengan harga, tapi untuk keamanan enggak deh. es saya tumpah di kreseknya dan udh kebuang seperempat tapi pas diambil masih segelan",Porsi & Harga,Positive
mantab luar biasa,Umum,Neutral
ayam bau cumi bau maaf bau busuk.... uda laper uang ku terbuang siasia,Umum,Negative
gimanasihh ini kulit ayamnya ada yg bau tengik lain kali kalok sudah tidak fresh jangan dikasih pelanggan,Umum,Negative
thank you ..good,Umum,Neutral
"SOSISNYA TIDAK ADA SEMUA, pesen ayam geprek jumbo x sosis 1, saus mentai bakar. sausnya juga ada yg salah, bukan mentai bakar. baru pertama kali ini pesen di joder ada yg salah dan kurang",Umum,Negative
toLong di perhatikan pesanan nya.. 🙏🙏,Umum,Neutral
sosisnya sm enoki gk dikirim,Umum,Neutral
"aku kira es tehnya dapet 1, ternyata 2, gatau juga, alhamdulillah","Minuman , Minuman (Es teh)",Neutral
es nya kelupaan,Umum,Neutral
salam perubahan,Umum,Neutral
terimakasih banyak ya chief,Porsi & Harga,Neutral
"agak sedih, kali ini dapet daging ayamnya sedikit padahal ditulisnya jumbo. cuma dapet daging sedikit sisanya remahan tepung sama satu sosis sedang :(",Porsi & Harga,Negative
"lek masak sego kurang banyu mas nyisan dadi bubur , gausa di kek i saos , saos e ky jaok ngene",Umum,Negative
maaf sekali kasih bintang 2 karena nasinya lembek dan dimsum rasanya asam. semoga diperbaiki kualitas makanannya.,"Kualitas Umum , Rasa & Tekstur Makanan",Neutral
mantap kenyang banget brohhhhh,Umum,Positive
saya pesan ayam geprek x sosis sapi. kok sosisnya gaada??????. bsk klo saya pesan lagi harus dapat 2 sosisnya. rugi saya klo begitu,Umum,Neutral
agak bau ayam nya,Umum,Negative
kurang fresh makanannya,Umum,Negative
Kecapnya tidak ada,Umum,Neutral
"kocak,lain kali diperhatikan pelanggan beli add ons apa aja",Umum,Neutral
kureng suka sama lele nya,Umum,Neutral
nasinya agak kuning dan ada yg kering,Rasa & Tekstur Makanan,Negative
"Porsi kurang untuk kata jumbo, tapi cukup oke kalau dari harganya. Mungkin dikasih opsi sambel bisa dipisah tapi bukan bagian extra sambal biar kalau gak terlalu kuat pedas masih bisa makan","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Sambal) , Rasa & Tekstur Makanan",Neutral
pesan 2 nasi *** es tpi es nya tidak ada,Umum,Neutral
"Otentik, pedesnya masih masuk akal.",Umum,Neutral
pertahanin kualitas dan harganya ya min,"Kualitas Umum , Porsi & Harga",Neutral
"nasinya kotor, terimakasih makananya dan saya kapok","Kemasan & Kebersihan , Rasa & Tekstur Makanan",Neutral
nasinya terlalu jemek 😭,Rasa & Tekstur Makanan,Neutral
"selalu langganan gak pernah keliru pesanan, tapi kali ini pesen ayam geprek tambah enoki malah dikasih enoki aja :((((",Umum,Positive
adain menu tanpa sambel dong,Pelengkap (Sambal),Neutral
buat yang ayam geprek to x brut nya ngga ada sosis nya padhal pesan yang ada sosis nya,Umum,Neutral
hanya disediakan nasi,Umum,Neutral
"rasa bumbu arabiannya gk enak,, kayak makan ayam pkek bumbu jamu 🙏 jamur enokinya enak","Pelengkap (Bumbu) , Rasa & Tekstur Makanan",Positive
sambal agak kecut,Pelengkap (Sambal),Neutral
pesanannya salah :(,Umum,Negative
sambalnya mantap puedess,Pelengkap (Sambal),Positive
di menu free sostro tapi tapi wkt sampai gada trs sama mentainya dikit,Umum,Neutral
"tadi beli add on odeng, odengnya gak ada. beberapa kali juga kalau beli ada add on-nya, selalu lupa menyertakan",Umum,Neutral
"mantap skrg ga kebanyakan tepungnya, ga kaya dulu yg potongannya kecil-kecil dan banyak tepungnya",Porsi & Harga,Positive
Tulisanya nasi cumi geprek tapi gada cuminnya malah ayam,Umum,Neutral
"nasinya keras, coba lain kali tambahi airnya",Rasa & Tekstur Makanan,Negative
"Padahal pesen pagi gepreknya dingin gk kress dan jadinya keras pas dikunyah, cukup mengecewakan",Rasa & Tekstur Makanan,Negative
jamur nya tolong di tiriskan dulu sampek bener² tidak ada minyak nya sampek kek sini minyak nya banyak,Porsi & Harga,Neutral
Lbh baik sambal taruh pinggir... Sebagian g kemakan krn tercampur semua sambal nya,Pelengkap (Sambal),Neutral
semoga tetep dijaga kualitasnya 🙏🏻 mantap!,Kualitas Umum,Positive
2 pesanan salah tapi waktu komplain gk ada kelanjutannya.,Umum,Negative
"pesan 2 enoki, dateng cuman 1",Umum,Neutral
"rasanya enakk banget, sambel barangnya gurih, ayamnya ada rasa smokey karna di torch duluu, trus pembuatannya juga cepet banget. Jadi happy karna laper tengah malemnya terbayar sama makanannya yang enak","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
kak maaf pop ice anggurnya kemarin tumpah,Umum,Neutral
"Dimsum alot, udang keju kurang, saos keju gone, sambal bajak (pisah) gone. Lain kali lebih diperhatikan pesanan yg masuk. Jangan kebanyakan main Roblox kak🙏","Pelengkap (Sambal) , Porsi & Harga , Rasa & Tekstur Makanan",Negative
ga dikasih es teh padahal beli 2. Ga berkah lu,"Minuman , Minuman (Es teh)",Neutral
"enak banget porsi nya banyak, saos mentai nya banyak ada sedikit pedas nya.. ayam nya full banyak poll, rasa oke kualitas oke bgt. boleh sarannya kresek nya di beri kabel tis biar tetap terjaga... 🙏🙏👍🏻👍🏻","Kualitas Umum , Porsi & Harga , Rasa & Tekstur Makanan",Positive
"padahal ada add on ayam geprek lagi tapi ga ada barangnya, trs jg kulit jg ga dipisah",Umum,Neutral
"Ayamnyaa enakk, tapi nasinya belum mateng masih mentah. makan kletes kletes",Rasa & Tekstur Makanan,Positive
"sambelnya kurang, sama yang hari ini ayamnya asin banget😔","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Negative
LUEJATTTT DAN BERGIJII BANGETTT SAMBELNYA PUEDESSSS,Pelengkap (Sambal),Neutral
"enak banget, langganan dan harganya murce. cocok utk anak kosan spt aku. porsi jumbonya beneran jumbo ya ayamnya, buanyak bgt!!","Porsi & Harga , Rasa & Tekstur Makanan",Positive
"Nasinya sedikit dengan harga 20rb an, terus MINYAK NYA BANYAK BANGET GA SUKAK ☹️ PLIS TIRISKAN DULU MINYAK NYA !!!!!!","Porsi & Harga , Rasa & Tekstur Makanan",Negative
Sambelnya udah bukan sambel bawang.. tapi ini sambel korek.. Berasa mentah cabenya.. maaf bintang 2 krn pembelian ke 2 3 4 udah gada yg bener kek yg pertama kali order,"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
Porsi jumbonya kok sedikit banget? biasanya juga kalo aku pesen ga sesedikit ini? terus aku pesen yg sama pentol juga ga dikasi pentol?,Porsi & Harga,Negative
yg cumi jadi ayam geprek ayam popcorn 8/9 + kulit.. ada sih tulisannya di ganti ayam + sosis mungkin karena antriannya panjang dan mungkin bahannya habis tpi ya.. gk dikasih tau dulu 😗,Umum,Neutral
"Baru kali ini kecewa,biasanya enak sambel bawang nya ada rasanya,ini ngk ada rasa sama sekali, ngk tau lupa kasih garam atau ngk, maaf biasanya beli disini kasih bintang 5 trus, tapi kali ini kecewa","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
"sambalnya tadi ingin dipisah tapi tadi sayangnya tidak, juga rasa sambalnya agak manis","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
untuk Cajun mayonya kurang suka tapi yg sambal bawang the best favorit aku,Pelengkap (Sambal),Neutral
Namanya aja ayam geprek tapi ga di geprek sama sekali,Umum,Neutral
sambele kerii boss. mangan ayam tok kii piyee toh,Pelengkap (Sambal),Neutral
mantap deh jadi langganan,Umum,Positive
"saran minyak sambel bawangnya diperhatiin ya kak biar ga ngerembes dari wadahnya, thx☺️","Kemasan & Kebersihan , Pelengkap (Sambal)",Neutral
"waduh kak, pesan cajun mayo tapi gaada cajun mayonya. lain kali diteliti ya.",Umum,Neutral
makasi jodernya,Umum,Neutral
SUDAH KESEKIAN KALI ES LEMON TEA GW KAGA ADA!!! PENJUAL LUPA ATAU DRIVER MALING NIH???? HEI AYOLAHHHHHHHHHHHHHHH,Umum,Neutral
"Mehhh bgt, orderan kedua kalinya dan semua fail. Ayam popcorn lumayan sih, yg lain fail bgtz ga paham knp rate-nya tinggi. Sambel asem, krn dicampur jd ga sebagian besar ga bisa dimakan.",Pelengkap (Sambal),Neutral
Porsinya lebih sedikit dr sblmnya,Porsi & Harga,Negative
"pesennya cumi calamary 2 porsi malah dikasih ayam semua, ga ada konfirmasinya kalo diganti atau ketukar ini","Porsi & Harga , Rasa & Tekstur Makanan",Negative
pesen saus mentai bakar malah dikasi spicy galby pfftt,Umum,Neutral
"ennaakkkkkkk bangetttt, sukaa 🤤🤤🤤🤤🤤",Umum,Neutral
rasanyaa enakk mantapp syaa belii 2 yg satu jamur sma bakso enakk smuanya pokoknyaa mantep polll,Rasa & Tekstur Makanan,Positive
"sedih bgt makananya enak, tapi staffnya kurang teliti, beberapa kali pesen ada aja yg ga sesuai pesenan, minta tolong sambal dipisah ternyata ga dipisah, minta ganti lauk kulit eh ga diganti, pesen cajun mayo dikasihnya mentai , tapi inisih yg paling nyeleneh, pesen lauk aja 2 porsi eh malah dikasi nasi + lauk 2 porsi, hadehh tlg lebih teliti lg yaaa","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Nasi) , Porsi & Harga (Porsi Sambal) , Rasa & Tekstur Makanan",Positive
"Tidak sesuai dgn pesanan di aplikasi, pesan 1 sambel bajak dan 1 sambel bawang tp di kasih sambel bawang semua",Pelengkap (Sambal),Positive
"Sudah di kasi tau engga pake nasi, malah dikasi nasi…",Umum,Neutral
Pesen es teh tapi lali kok gawakne mas bro,"Minuman , Minuman (Es teh)",Neutral
"untuk pesanan kali ini maaf ya, nasinya agak kurang bagus. selain warnanya agak kusam & ada beberapa biji batu kecil. padahal selama ini saya pesan nasinya selalu bagus. semoga menjadi perhatian lagi untuk berikutnya, soal rasa emang selalu enak. terima kasih, semoga sukses selalu",Rasa & Tekstur Makanan,Negative
nasinya terkadang agak kaku kak. terkadang nggak 😌🤣,Rasa & Tekstur Makanan,Neutral
YG JGA ANAK HARAM... PESAN LAIN KASIH LAIN.... AJING,Umum,Neutral
"Selalu mantap kalau pesan disini, terbaik",Umum,Positive
"Udah nunggu lama krn ayamnya abis, 1,5 jam kayaknya. Beli lauk aja yg jumbo tp isinya ga kyk biasanya, banyakan remahan kriuk 😊",Porsi & Harga,Negative
"BELI BRUTAL DIKIT BGTT LAUKNYA, PADAHAL EKSTRA LAUK, NGESELIN",Umum,Neutral
bgs enakk nyaman dilambunk,Rasa & Tekstur Makanan,Positive
kurang enak cuminya,Rasa & Tekstur Makanan,Neutral
"Pesanan tidak sesuai( di add on sudah dipilih ganti mie, tetapi yang datang masih pakai nasi)",Umum,Positive
ganiat kasih saus:(,Umum,Neutral
"Pesen Lele ama Sosis, yang dikasih Lele nya doang, warna daging lele nya juga gak fresh, warna keabu-abuan, bukan warna putih",Umum,Neutral
sosisnya ngga ada padahal pesen yg ada sosisnya,Umum,Neutral
pesen 3 prosi + sosis. ke 3nya gk ada sosisnya,Umum,Neutral
saya pesan ayam panggang saus mentai malah dikasih sambal. Saya tidak bisa makan pedas loh.,"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
"porsi jumbo nya uda ga kayak dulu lagii, trus pesen mentai bakar datengnya mentai aja. odengnya juga mengecil",Porsi & Harga,Neutral
"pesennya sausnya dipisah, tapi ga dipisah harusnya ada saus kejunya, tapi gaada",Umum,Neutral
"nyesel beli disini, orderan sampai dirumah hampir 2 jam. pas dibuka makananx diluar Nurul. laukx seperti di sisa kemarin yg digoreng lagi (g fresh) dan aloooooot klo dimakan. KAPOK!!! ws g mau order lg 🤦",Umum,Neutral
"Selalu terbaik, jadi menu andalan saat bingung",Umum,Positive
"Ternyata, porsi +sambel bawang 35gr 6rb pisah cuman dapet sedikit. ga worth it.","Pelengkap (Sambal) , Porsi & Harga , Porsi & Harga (Porsi Sambal)",Negative
gada enokinya didalem box,Umum,Neutral
Geprek andalanku,Umum,Neutral
di perbaiki lagi untuk penyajiannya saya nunggu 1 jam kemaren,Umum,Neutral
"saya pesen nasi ayam geprek brutal, di gambar ada 2 porsi, saya pesen 2, harusnya kl ngikutin gambarnya dapet 4, ehh yg Dateng cuman 2. ternyata sy ditipu SM gambar !! jangan beli menu itu","Porsi & Harga , Porsi & Harga (Porsi Nasi)",Neutral
"saya pesen ayam geprek galbi tambahan keju tapi gak ada keju nya, kecewa si ☹️",Umum,Negative
"rasa udah nggak kaya awal, ayam nya kayak ayam lama, pesan ayam geprek jumbo x sosis sapi x udang rambutan malah di kasih nugget, tolong segera berbenah udh banyak komplain yg msuk","Porsi & Harga , Rasa & Tekstur Makanan",Negative
"beli paket sosis malah ngga ada sosisnya, udah 3 kali gini ya",Umum,Neutral
"Soal rasa memang Tiada dua, enak tapi sayang makanan yang datang dingin padahal makanan datang sangat cepat cuma 20 menit langsung sampai. Entah karena baru dikeluarkan dari kulkas dan ga diangetin dengan benar, atau karena apa juga ga tau. daging ayam masih ada bagian yang agak keras dan kurang matang, Untuk Minuman sudah pas.","Minuman , Pelayanan , Rasa & Tekstur Makanan",Neutral
"Pesen Ayam Geprek Jumbo + Ice Tea, tapi es tehnya ga ada hiks hiks kepedesan nihhhh","Minuman , Minuman (Es teh)",Neutral
Kenapa 1% doang daging ayamnya??!!! 99% kulit keras hitam bahkan melukai langit mulut saya saya makan! sausnya juga sangat sedikit!,"Porsi & Harga , Rasa & Tekstur Makanan",Negative
"saya pesannya sambel bajag, dikirim sambal bawang",Pelengkap (Sambal),Neutral
sambal saya kurang 1,Pelengkap (Sambal),Negative
pesen sama lemon tea tapi gaada lemon teanya katanya drivernya tokonya rame pesenan kurang sampe ga di check biasanya ada notanya juga gaada nota nya sampe drivernya harus balik lagi,Umum,Negative
enak as always tapi pesenan kali ini ada yg miss :( pesen telor sosis dan odeng tapi sosis nya gaada,Rasa & Tekstur Makanan,Positive
Mantap banget lur pengganjal perut top enak semua,Rasa & Tekstur Makanan,Positive
sosisnya tidak ada,Umum,Neutral
"2 tahun lalu saya sering beli masakan di franchise sini & selalu puas, jadi barusan saya beli lagi. Ternyata kualitasnya menurun sekali: - Cumi tepungnya berminyak sekali, sampe minyaknya menembus kotak & tumpah ke kresek - cumi tepungnya terlalu gosong sampe tidak terasa sama sekali - dimsumnya dikasih sambal terlalu banyak sampai seperti kuah Mohon lebih ditingkatkan lagi kualitas masakannya. Cabang makin banyak tapi tidak diimbangi QC yang benar akibatnya seperti yang saya alami.","Kualitas Umum , Pelengkap (Sambal) , Porsi & Harga , Rasa & Tekstur Makanan",Neutral
nunggu lamaaa 🥲 sampe 1½ jam btw ayam bakar gaada tadi,Umum,Negative
Ayam nya habis di ganti kulit nya,Umum,Neutral
enak cuma sayang respon resto nya terlalu lama,"Pelayanan , Rasa & Tekstur Makanan",Neutral
pesen pake sosis sapi malah gaada mana nasinya dingin lagi,Rasa & Tekstur Makanan,Neutral
takira bakal dapet 2box terpisah ternyata satu box:(,Umum,Neutral
harga dan rasa emang luar biasa sih ini,"Porsi & Harga , Rasa & Tekstur Makanan",Neutral
"QCnya mohon dibenahi, masak pesen udh nunggu lama dateng dateng gak ada sendoknya, sedotan...es tehnya tumpah...sambalnya gk merata bahkan sedikit...kalau memang rame antriannya banyak setidaknya dicek dulu masing masing pesanan!!","Minuman , Minuman (Es teh) , Pelengkap (Sambal) , Porsi & Harga , Rasa & Tekstur Makanan",Negative
"Enak, tapi kadang lupa item. Kurang Enoki Krispi Jumbonya. :')",Rasa & Tekstur Makanan,Neutral
"waw udah tambah sosis sapi, nambah uang, malah ttp aja. ada plastik juga di makanan",Kemasan & Kebersihan,Neutral
"cuminya kering ayamnya minta pisah sambel, kecampur","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Negative
"saya pesan ayam, kulit, ayam popcorn dan telur tapi yg datang hanya ayam kulit dan popcorn saja tetapi telurnya tidak ada terus saya minta saus arabian nya dipisah tetapi tidak dipisah dan 1 lagi saya pilih saus mentai bakar dan tidak dibakar gimana ini joder kak dhani srikana jujur saya kecewa karena saya bolak balik beli tidak pernah kejadia spt ini. mohon tingkatkan lagi pelayanannya dan ketelitian nya overall semuanya enak kok gaada yg kurang. saya cuman minta ketelitian dalam penjualannya lagi saja","Pelayanan , Rasa & Tekstur Makanan",Negative
udah berkali-kali order disini... cocok sama pedes sambal bawangnya nampol. sampai rumah masih hangat fresh. cuma kadang lama krn terlalu banyak orderan. kl tidak di jam rame pesanan sangat cepat.,"Pelayanan , Pelengkap (Sambal) , Porsi & Harga",Neutral
SATU JAM ANJIR KASIHAN ABANG GOPUDNYA KALIAN GA ADA NAMBAH PEGAWAI SETELAH TAHUN INI PERFORMA KALIAN ANJLOK PARAH?,Umum,Neutral
sambal bajag nya agak basi dan nasinya keras,"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Negative
"josss lauknya fresh baru goreng, sempet ketinggalan 1 , tapi langsung diantar lagi 👌🏼👍🏼👍🏼👍🏼👌🏼",Umum,Neutral
Kesegaran nasi nya,Umum,Neutral
seperti biasa sealalu enak,Rasa & Tekstur Makanan,Positive
pesanannya banyak yang salah,Porsi & Harga,Negative
"Saya pesan 2 sambal bawang dan 1 cajun mayo, tp dikirim sambal bawang semua tiga tiganya. Mohon lbh teliti dgn pesanan",Pelengkap (Sambal),Neutral
enak banget beneran porsi jumbo,"Porsi & Harga , Rasa & Tekstur Makanan",Positive
"maaf bgt mlm ini rasa ayamnya asin, sambelnya dikit ga ky biasanya mana msih bnyk cb yg sebagiannya utuh. saya sebelumnya sering psen d sini rasanya enak makanya ta jdiin langganan huhu","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
sedikit asin dari biasanya,"Porsi & Harga , Rasa & Tekstur Makanan",Negative
sebagian nasi nya ada yg keras,Rasa & Tekstur Makanan,Negative
kurang es tehnya padahal saya memesan nasi ayam geprsk jumbo + free es teh. dan satu pesanan lainnya seharusnya tidak dipisah sambalnya,"Minuman , Minuman (Es teh) , Pelengkap (Sambal)",Negative
mentaiiinyaa duikittttr bgt bgt pdhl udh beli yg jumbooo 😭😭 beda bgt kek yg di keputih mentainya melimpah pdhl cm reguler,Umum,Neutral
Bring back the old joder! 😞,Umum,Neutral
knp di campur sambelnya,Pelengkap (Sambal),Neutral
sambel e puedess poll mantep poko e,Pelengkap (Sambal),Neutral
ayamnya tobrut banget,Umum,Neutral
"Pesen cumi, yg dateng ayam",Umum,Neutral
pengiriman cepat rasa enak porsi pas pertahankan sperti ini ya kakak semngat jualanya,"Pelayanan , Porsi & Harga , Rasa & Tekstur Makanan",Positive
kalo rasanya enak tapi aku agak bingung tadi perasaan seharusnya dapet 2 ini malah dapat 1 soalnya tadi aku pilih cumi sama ayam geprek tapi yang Dateng cuminya saja,Rasa & Tekstur Makanan,Positive
pesan 3 yang dikirim 2,Umum,Neutral
Buset pedas bangetsss,Rasa & Tekstur Makanan,Neutral
tambah kecil gasi min😁😁,Umum,Neutral
Enak banget. Mantappp,Rasa & Tekstur Makanan,Positive
kulit nya sangat keras seperti batu & saus mentainya tidak di bakar/torch seperti di keterangan pesanan,Rasa & Tekstur Makanan,Negative
"kak aku beli ayam x nasi, ayam doang tapi kok gaada nasinya kakkk mau sarapan tapi gadikasih nasi huee",Rasa & Tekstur Makanan,Neutral
"sambalnya terlalu pedas, padahal saya sudah kasih notes supaya sambalnya sedikit tapi malah dapat banyak. saya jadi tidak bisa menikmati makanannya lain kali bisa diberi level saja pedasnya","Pelengkap (Sambal) , Porsi & Harga , Rasa & Tekstur Makanan",Negative
ayamnya sedikit bau tidak enak,"Porsi & Harga , Rasa & Tekstur Makanan",Negative
Gadikasi sosis :) dua duanya ayam nya tepung tok,Umum,Neutral
pesan dengan sosis tp sosisnya tidak ada,Umum,Neutral
sambel nya asem!!!,Pelengkap (Sambal),Neutral
"pesannya ganti ke cajun mayu, eh malah di kasih sambal udah gitu di satuin, nasinya mblenyek/dingin, jamurnya juga","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
Tidak sesuai sausnya,Umum,Positive
enakkk semuaa.. tp nasinya ada yg ngegumpal keras 😭,Rasa & Tekstur Makanan,Neutral
sambalnya tumben kecut kak :(,Pelengkap (Sambal),Neutral
mienya gk matang,Umum,Neutral
enak sih tapi aku minta sambal d pisah ternyata di campur,"Pelengkap (Sambal) , Rasa & Tekstur Makanan",Positive
"pedes bgt sambelnya, nasinya agak lembek","Pelengkap (Sambal) , Rasa & Tekstur Makanan",Neutral
"beli sosis sapi tidak dikirim, lapor ke nomor pengaduan sampai saat ini hanya ""difollow up ke ke tim"" gajelas",Umum,Neutral
gak banyak komentar intinya enak,"Porsi & Harga , Rasa & Tekstur Makanan",Positive
Nasinya agak mentah sebagian,Rasa & Tekstur Makanan,Neutral
"kebiasaan banget selalu ada yg kurang, pdahal jelas jelas di menunya ayam geprek x sosis sapi, saya pesan 2 dan gaada sosisnya sama sekali. terus buat apa bayar lebih? dzolim banget jualannya. es teh juga sekarang ukurannya mengecil, mahal. pelayanan sm rasa ga konsisten.","Kualitas Umum , Minuman , Minuman (Es teh) , Pelayanan , Porsi & Harga , Rasa & Tekstur Makanan",Negative
"Maaf, ini ke 3x saya pesan beruntun dan di semua pesanan saya pesan es teh lebih dari 1 cup tapi tiap pengantaran cuman dikirim 1. Makanannya enak kok tapi tolong besok2 lebih teliti ya di pesanannya 🙏","Minuman , Minuman (Es teh) , Rasa & Tekstur Makanan",Positive
"semuanya enak, tapi cuman ya mungkin antara emang ayamnya itu udh di goreng terus di biarin, terus kalo ada pesanan baru di geprek ayam sudah sedikit dingin, tetap enak, sambal matanya nampol, es teh gk pelit di kasih gelas gede","Minuman , Minuman (Es teh) , Pelengkap (Sambal) , Porsi & Harga , Rasa & Tekstur Makanan",Neutral
"pesan2 ayam panggang sama 2 popcorn ayam, saya makan yg ayam panggang jadi ga ngecek yang popcorn, ternyata ada yang kurang di dua pesanan pop corn nya. kemarin beberapa kali beli aman, ga ada yang kurang. hari ini giliran gak di cek ternyata kurang dua sosisnya. heran loh, pasti kalau kurang tuh bisa pas selalu dua biji... ini beneran gak disengaja tah? padahal udah balik konsisten enak lagi lauknya beberapa bulan ini,...","Kualitas Umum , Rasa & Tekstur Makanan",Neutral
"Asli seneng, akhirnya dibakar juga, meski bakar nya cuma dikit :""), at least dibakar, pesenan 1 2 semuanya ga sesuai request. Btw pesanan kali ini, di nasi nya ada rambut :"") Lain kali dicek lagi ya pesanannya :"")",Umum,Positive
menu lauk ayam geprek + sosis tp sosisnya ga ada menu trakteer driver juga ga diberikan ke driver. dzolim. tidak ada sosis masih bisa memaklumi tp menu trakteer driver tidak diberikan itu sudah kelewatan. cukup sering beli dan pernah ada yg tidsk komplit tp masih bisa saya toleransi. ini terakhir kali beli di sini dan ga akan beli lagi,Umum,Neutral
enak mantap pedes,Rasa & Tekstur Makanan,Positive
"porsinya kurang, dan penyajian yang lama",Porsi & Harga,Negative
"jamur enak, ayam enak, nasinya matang sempurna, porsi banyak, saus semua enak kecuali yg arabian curry kurang cocok dilidah pribadi karena rasanya seperti gulai wkwk tp yg cajun dn mentai gapernah salah selalu enak sih. terimakasih chef","Porsi & Harga , Porsi & Harga (Porsi Nasi) , Rasa & Tekstur Makanan",Negative
"bayangin aja beli lauk pake sosis malah gadikasi sosisnya untuk diporsi ini masih dikasi saus, tau di 2 porsi joder biasa lainnya? bahkan ga dikasi saus anjir bener2 polos. plis perbaikin pelayanannya jelek banget gini aja ga diperhatiin","Pelayanan , Porsi & Harga",Neutral
mana es teh saya ?? kok gak ada,"Minuman , Minuman (Es teh)",Neutral
"untuk hari ini saya beli 2 porsi nasi ayam geprek, cajun mayonya hari ini agak kecut gak seperti biasa beli enak, trus untuk saos mentai bakarnya cuman sedikit biasanya banyak","Porsi & Harga , Porsi & Harga (Porsi Nasi) , Rasa & Tekstur Makanan",Negative
ayamnya dingin dan keras,Rasa & Tekstur Makanan,Negative
"ayamnya kering banget rasanya sama cuminya super alot, kaya makan karet. kalau gak gegara sambelnya yang saya suka, udah ga akan saya beli disini. makin kesini makin ga konsisten jalannya. tambah rame kualitas ya turun drastis","Kualitas Umum , Pelengkap (Sambal) , Rasa & Tekstur Makanan",Negative
belinya yang satu geprek yang satu lagi geprek sama dimsum random tapi g dpet dimsumnya pdhl harganya beda,Porsi & Harga,Neutral
"pertama kali coba langsung jatuh cinta,enak poll",Rasa & Tekstur Makanan,Positive
minyaknya banyak buanget sampe kek kuah☠️☠️☠️,Porsi & Harga,Neutral
saya tambah sosis tapi tidak dikasih,Umum,Neutral
nasi apa ini wehhhhhhh nasi keras seperti ego dia,Rasa & Tekstur Makanan,Negative
I enjoy the food!,Umum,Neutral
Rasanya cenderung asin & ayamnya melempem sepertinya kurang fresh,Rasa & Tekstur Makanan,Negative
kurang samball kakkkk,Pelengkap (Sambal),Negative
sambelnya banyak gak pelit.. ayamnya full dada tidak ada tulang. es teh nya manis.. segar dan jumbo.. istimewa.. dan hemat di kantong harganya,"Minuman , Minuman (Es teh) , Pelengkap (Sambal) , Porsi & Harga , Rasa & Tekstur Makanan",Neutral
"kalau sambel nya habis ditutup, malah ga dikasih",Pelengkap (Sambal),Neutral
pesen cajun mayo malah sambel bawang,Pelengkap (Sambal),Neutral
"es teh pecah, sendok 1 patah, sedotan 1 bolong","Minuman , Minuman (Es teh)",Neutral
"orderan nya salah semua, nasi nya setengah matang",Umum,Negative
walaupun salah saus padahal saya pesan mentai bakar yang datang cajun mayon yahhh gak papa tetap enak,Rasa & Tekstur Makanan,Neutral
Minumannya ga ada,Minuman,Neutral
pesanan tidak sesuai sama sekali.... harusnya pihak resto menginfokan atau paling tidak tolong lah aware sama pesanan customer saya sudah merasakan 2x pesanan tidak sesuai dengan apa yg saya pesan tolong perbaiki betul²....sayang klo rasanya enak tpi service k customer buruk spt ini terimakasih,Rasa & Tekstur Makanan,Positive
Tolong kalo goreng enoki jgn terlalu kering,Rasa & Tekstur Makanan,Negative
Pesan 2 porsi yg ada sosis tapi tidak dikasih,Porsi & Harga,Neutral
"mantap, ayamnya enak, minumnya juga","Minuman , Rasa & Tekstur Makanan",Positive
"tolong lain kali lebih teliti dalam melayani orderannya, ada beberapa menu yang belum ditambahkan dalam orderan. pesan tambahan enoki tp ga dikasi, minum juga ga 14oz ini",Minuman,Neutral
ayamnya nggak panas maaf 🙏🏻,Umum,Neutral
baru nyoba sekalii dann rasanyaaa...TOP...ada harga ada rasa tidak mengecewakan. sukses terus kak🫡,"Porsi & Harga , Rasa & Tekstur Makanan",Neutral
dapet amis untuk 46rb. last buy sorry,Umum,Neutral
"mungkin packagingnya perlu diperhatikan scr teliti lagi ya, kemarin baru megang estehnya langsung bocor krn robek di badan cupnya, mana saat itu dibawah nya ada carpet jd yaa susah dibersihkan dan mengundang semut jdnya.","Kemasan & Kebersihan , Minuman",Neutral
